track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,song_age,stream_group,bpm_group,energy_group,dance_group,song_type,platform_score,hit_score,cross_platform_success,streams_log
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039.0,45,0,99,1,1.0,135,A,Minor,78,55,57,4,0,10,8,2022-02-01,1,mid,fast,mid_energy,high_dance,other,1059.0,166532922.5,1055,19.15384658844894
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089.0,18,82,0,0,5.0,95,A#,Major,81,56,70,4,0,5,24,2004-05-04,19,high,medium,mid_energy,high_dance,party_song,3061.0,421626766.8,2972,20.08277389390828
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487.0,7,11,13,0,0.0,71,C#,Minor,59,70,74,56,0,11,40,2022-03-03,1,low,slow,high_energy,mid_dance,other,492.0,75693235.7,481,18.36534231058982
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335.0,29,2,35,1,0.0,180,A#,Minor,80,71,68,6,0,10,37,2021-04-30,2,mid,fast,mid_energy,high_dance,other,2913.0,315224552.59999996,2908,19.79193845922211
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895.0,42,0,24,0,0.0,150,E,Minor,65,11,58,0,0,12,9,2022-02-18,1,mid,fast,mid_energy,mid_dance,sad_song,3005.0,154755409.9,3005,19.080498085240013
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208.0,16,41,13,1,1.0,189,G#,Major,55,86,44,40,0,7,4,2022-02-18,1,mid,fast,mid_energy,mid_dance,other,778.0,239718637.0,724,19.51811970787747
DARARI,Treasure,1,2022,2,15,328,0,182978249.0,10,21,7,0,9.0,85,Unknown,Major,72,55,64,49,0,7,4,2022-02-15,1,mid,slow,mid_energy,high_dance,other,375.0,146382632.00000003,345,19.024877851283165
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142.0,27,84,32,7,11.0,140,G,Major,59,73,45,44,0,34,3,2022-02-18,1,mid,fast,mid_energy,mid_dance,other,1043.0,255805801.8,925,19.583072337501306
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573.0,0,0,14,0,0.0,81,Unknown,Major,77,68,70,6,0,17,20,2013-07-16,10,low,slow,mid_energy,high_dance,party_song,1564.0,87273413.4,1564,18.50769821592342
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879.0,26,1,19,0,0.0,104,D,Minor,80,24,65,2,0,9,4,2022-02-25,1,low,medium,mid_energy,high_dance,sad_song,1775.0,122592876.10000001,1774,18.84752162040618
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840.0,16,5,43,0,7.0,129,B,Major,42,33,44,62,0,8,6,2021-09-03,2,mid,fast,mid_energy,mid_dance,chill_song,2076.0,276902472.5,2064,19.66231874743905
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938.0,13,1,15,0,1.0,94,C#,Minor,76,81,80,20,0,25,4,2020-02-29,3,mid,medium,high_energy,high_dance,party_song,1218.0,250098469.20000002,1216,19.56050835457735
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679.0,321,162,5691,8,17.0,71,Unknown,Minor,41,23,40,27,0,30,5,1975-10-31,48,high,slow,low_energy,mid_dance,sad_song,46314.0,1757612554.7,46124,21.5103634915114
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494.0,11,10,267,0,7.0,146,A,Minor,59,23,46,66,0,15,6,2018-03-16,5,high,fast,mid_energy,mid_dance,chill_song,3954.0,960647161.1,3937,20.90626091270887
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073.0,233,82,531,1,1.0,103,F#,Minor,69,90,88,5,0,29,8,2020-03-27,3,high,medium,high_energy,mid_dance,other,10681.0,637757841.6999999,10597,20.496611221554208
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297.0,315,160,6284,1,46.0,124,D,Major,53,66,78,0,0,16,5,2013-01-01,10,high,fast,high_energy,mid_dance,other,57727.0,1576543729.7000003,57486,21.40164109693884
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558.0,10,0,70,0,0.0,164,A#,Minor,70,71,58,24,0,7,13,2021-05-21,2,high,fast,mid_energy,mid_dance,other,3337.0,532612772.1,3337,20.31644815301985
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030.0,2,0,12,0,10.0,138,D,Major,69,35,57,12,0,10,9,2021-09-10,2,mid,fast,mid_energy,mid_dance,other,1497.0,211023371.3,1487,19.390622306839457
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453.0,36,2,11,0,14.0,126,A,Minor,67,37,46,13,0,10,39,2020-10-08,3,mid,fast,mid_energy,mid_dance,other,2289.0,271578985.00000006,2273,19.642906310447888
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728.0,336,188,2692,3,30.0,103,B,Minor,61,47,65,3,0,17,4,2017-02-22,6,high,medium,mid_energy,mid_dance,other,26645.0,1763266922.0,26403,21.513576355969178
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264.0,315,159,2179,0,44.0,95,G#,Major,75,64,52,41,0,11,3,2016-05-31,7,high,medium,mid_energy,high_dance,other,30729.0,2072982214.4,30526,21.675396290164706
O.O,NMIXX,1,2022,2,22,290,0,135444283.0,9,66,10,0,0.0,200,B,Minor,39,28,77,4,0,6,29,2022-02-22,1,low,fast,high_energy,low_dance,sad_song,375.0,108355455.4,309,18.7240709255311
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296.0,217,136,6508,1,0.0,129,Unknown,Major,86,75,52,54,0,10,4,2011-01-01,12,high,fast,mid_energy,high_dance,other,49660.0,1165715716.6,49523,21.099740964943045
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197.0,15,48,50,0,3.0,98,F#,Minor,68,33,43,38,0,36,14,2019-06-28,4,mid,medium,mid_energy,mid_dance,other,2721.0,189498018.10000002,2670,19.283031304707254
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298.0,163,32,137,15,12.0,107,G#,Major,91,32,56,3,0,11,10,2022-04-08,1,high,medium,mid_energy,high_dance,other,9096.0,555621112.1,9037,20.35873914714099
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097.0,32,0,19,0,0.0,174,Unknown,Major,58,56,83,5,0,7,4,2022-03-23,1,mid,fast,high_energy,mid_dance,other,1156.0,192528988.10000002,1156,19.298900269417135
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43,1,0.0,92,G#,Major,45,27,67,32,0,13,14,2022-02-17,1,mid,medium,mid_energy,mid_dance,sad_song,2656.0,337092384.8,2610,19.85901039573747
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291.0,55,3,32,0,0.0,90,G,Major,81,59,83,9,0,11,5,2022-03-25,1,mid,slow,high_energy,high_dance,party_song,2788.0,279797302.6,2784,19.672718569595194
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451.0,75,11,44,0,14.0,147,F,Major,60,58,69,2,0,58,4,2022-03-31,1,mid,fast,mid_energy,mid_dance,other,2236.0,204096570.0,2211,19.35724635237978
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339.0,21,0,31,0,0.0,143,C#,Major,68,41,55,16,0,10,12,2022-04-01,1,mid,fast,mid_energy,mid_dance,other,1237.0,152785189.70000002,1237,19.06768628490323
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303.0,79,80,250,3,10.0,101,D#,Minor,76,63,71,3,0,10,3,2015-01-11,8,high,medium,high_energy,high_dance,party_song,12407.0,739355840.9000001,12314,20.64443181118917
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063.0,28,124,13,0,1.0,118,C#,Minor,70,54,71,0,0,33,4,2022-04-05,1,mid,medium,high_energy,mid_dance,party_song,927.0,244616926.50000003,794,19.538347223044894
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485.0,49,17,30,0,0.0,98,G,Minor,83,63,74,14,0,16,6,2022-03-18,1,mid,medium,high_energy,high_dance,party_song,3091.0,218404687.5,3074,19.425002448185424
Chance,Paulo Londra,1,2022,4,6,225,0,89566512.0,11,0,7,0,0.0,138,C#,Minor,72,22,46,24,0,9,6,2022-04-06,1,low,fast,mid_energy,high_dance,sad_song,243.0,71653232.10000001,243,18.310492069248106
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855.0,155,5,577,0,6.0,114,F,Minor,59,30,62,1,0,8,4,2015-01-01,8,high,medium,mid_energy,mid_dance,sad_song,9986.0,541912808.3,9975,20.333757523331776
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209.0,24,0,52,0,0.0,180,G,Minor,63,45,64,34,0,9,8,2022-04-07,1,low,fast,mid_energy,mid_dance,other,994.0,60381059.0,994,18.13932806522728
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32,0,10.0,145,B,Major,56,41,57,1,0,13,3,2021-09-09,2,mid,fast,mid_energy,mid_dance,other,2087.0,327074859.2,2043,19.82884258194165
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591.0,26,3,39,0,0.0,115,G#,Minor,78,63,64,1,0,7,4,2022-01-30,1,mid,medium,mid_energy,high_dance,other,612.0,150218127.20000002,605,19.050742171595783
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385.0,14,0,11,0,0.0,82,A#,Major,79,48,84,13,0,21,23,2022-03-31,1,low,slow,high_energy,high_dance,party_song,884.0,142809993.9,884,19.00016854613238
Right On,Lil Baby,1,2022,4,8,1116,0,101780047.0,31,9,15,0,1.0,166,D,Major,70,22,61,2,0,10,34,2022-04-08,1,low,fast,mid_energy,mid_dance,sad_song,1172.0,81424149.2,1162,18.438324650730273
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354.0,12,2,4,0,0.0,92,Unknown,Major,86,91,79,29,0,60,16,2022-03-30,1,low,medium,high_energy,high_dance,party_song,293.0,94705110.7,289,18.58942179335158
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130.0,11,6,12,0,15.0,108,F#,Major,71,55,44,74,0,11,6,2022-04-08,1,low,medium,mid_energy,high_dance,chill_song,732.0,117090572.8,709,18.80160129034342
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991.0,5,0,4,0,1.0,84,E,Minor,71,63,45,45,0,11,3,2022-03-25,1,low,slow,mid_energy,high_dance,other,236.0,101155215.4,235,18.655310017100547
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698.0,20,4,52,0,1.0,95,D#,Minor,69,90,91,6,0,35,4,2022-03-25,1,low,medium,high_energy,mid_dance,other,1341.0,126392684.80000001,1336,18.8780467221699
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831.0,32,0,49,0,0.0,135,D#,Minor,93,77,45,25,0,13,27,2022-03-17,1,low,fast,mid_energy,high_dance,other,951.0,141032751.8,951,18.987645643747072
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129.0,124,24,254,0,8.0,110,E,Major,57,6,27,84,0,9,3,2019-12-13,4,high,medium,low_energy,mid_dance,chill_song,7966.0,818550458.8000001,7934,20.746188229963717
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107.0,46,8,60,0,0.0,88,G,Major,89,59,64,5,0,19,7,1996-11-24,27,low,slow,mid_energy,high_dance,other,1484.0,85546622.60000001,1476,18.487714038054385
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31,0,0.0,119,C#,Minor,87,28,50,12,0,10,10,2022-03-30,1,low,medium,mid_energy,high_dance,sad_song,377.0,111355081.30000001,373,18.751377858037724
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990.0,6,188,20,0,0.0,120,C#,Major,58,71,80,15,0,7,41,2022-03-18,1,mid,medium,high_energy,mid_dance,other,865.0,169788057.1,677,19.173204666874476
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998.0,229,57,1370,2,71.0,122,D,Major,86,97,80,36,0,9,6,2016-09-23,7,high,fast,high_energy,high_dance,party_song,14111.0,1371594036.6000001,13981,21.262382079926375
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795.0,10,2,13,0,1.0,98,F,Major,78,83,75,41,0,27,8,2022-03-18,1,mid,medium,high_energy,high_dance,party_song,651.0,158115098.5,648,19.10197695839571
Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200,0,2.0,140,E,Minor,45,25,84,21,0,13,6,2019-12-13,4,high,fast,high_energy,mid_dance,sad_song,8741.0,645613533.4000001,8714,20.508853884033574
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613.0,203,1,8215,0,0.0,116,F#,Minor,79,87,81,4,0,10,4,2013-01-01,10,high,medium,high_energy,high_dance,party_song,61317.0,747057780.2,61316,20.65478956128657
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590.0,32,6,46,0,1.0,124,D#,Major,86,62,49,51,0,35,21,2021-06-25,2,high,fast,mid_energy,high_dance,other,3521.0,399768815.6,3514,20.02953967080666
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157.0,34,39,30,0,0.0,105,A,Minor,91,73,72,13,0,9,15,2022-02-25,1,low,medium,high_energy,high_dance,party_song,1021.0,96677817.4,982,18.610037148080934
Still Life,BIGBANG,1,2022,4,5,181,0,53909146.0,16,14,7,0,0.0,118,G#,Major,68,24,58,44,0,6,3,2022-04-05,1,low,medium,mid_energy,mid_dance,sad_song,218.0,43127334.900000006,204,17.802810724635265
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932.0,228,105,2453,0,84.0,108,E,Major,61,20,38,61,0,10,5,2014-06-20,9,high,medium,low_energy,mid_dance,chill_song,21651.0,1789336223.7,21459,21.528253065431628
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722.0,289,87,2430,0,36.0,100,E,Major,61,53,38,84,0,28,44,2015-11-09,8,high,medium,low_energy,mid_dance,chill_song,25577.0,1698650051.1000001,25449,21.476241898334305
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089.0,52,16,65,0,206.0,140,D#,Minor,81,39,66,38,0,12,14,2022-05-13,1,mid,fast,mid_energy,high_dance,other,5881.0,240994225.4,5659,19.523424785163
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24.0,109,A#,Minor,84,72,74,10,0,34,7,2022-04-14,1,high,medium,high_energy,high_dance,party_song,9629.0,579116480.5,9535,20.400156185583178
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106.0,38,13,32,0,0.0,101,C#,Minor,78,40,74,36,0,17,27,2022-05-13,1,mid,medium,high_energy,high_dance,party_song,4710.0,189881347.5,4697,19.28505106694904
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540.0,27,44,24,0,5.0,78,F,Major,56,61,90,36,0,18,31,2022-05-06,1,mid,slow,high_energy,mid_dance,other,2329.0,369247054.9,2280,19.95011945326659
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415.0,7,30,13,1,1.0,93,Unknown,Minor,79,22,55,31,0,12,5,2022-05-06,1,mid,medium,mid_energy,high_dance,sad_song,1170.0,333784443.8,1132,19.849149183514943
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322.0,4,5,12,0,51.0,87,G#,Major,52,32,83,24,0,17,43,2022-05-13,1,low,slow,high_energy,mid_dance,other,2647.0,125518915.10000001,2591,18.87110852930962
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180.0,4,0,22,0,0.0,153,A#,Minor,55,50,78,19,0,11,35,2022-05-13,1,low,fast,high_energy,mid_dance,other,3133.0,101847654.7,3133,18.66212918190112
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297.0,7,21,11,0,0.0,142,Unknown,Major,87,93,59,28,0,17,5,2022-05-06,1,mid,fast,mid_energy,high_dance,other,1218.0,250490755.50000003,1197,19.56207565744838
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135.0,20,10,33,0,0.0,96,A#,Minor,85,41,43,39,0,12,21,2022-05-13,1,low,medium,mid_energy,high_dance,other,3549.0,138962056.6,3539,18.972852528199628
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301.0,42,28,43,0,0.0,125,Unknown,Major,50,39,78,4,0,11,33,2022-05-12,1,mid,fast,high_energy,mid_dance,other,3055.0,217333335.0,3027,19.42008504020484
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299.0,9,11,22,1,0.0,85,A#,Major,71,43,65,23,0,9,5,2022-05-06,1,mid,slow,mid_energy,high_dance,other,1486.0,244520383.50000003,1474,19.53795219595333
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717.0,22,0,23,0,0.0,140,C#,Minor,92,78,57,46,0,14,9,2022-05-13,1,low,fast,mid_energy,high_dance,other,3073.0,98573676.4,3073,18.629455297909495
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659.0,8,25,18,1,0.0,196,B,Minor,66,58,79,23,0,22,20,2022-05-06,1,high,fast,high_energy,mid_dance,other,1856.0,383724707.6000001,1822,19.98857902942964
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104.0,3,7,13,0,1.0,134,G,Major,78,51,43,69,0,14,9,2022-05-13,1,low,fast,mid_energy,high_dance,chill_song,2753.0,100953156.10000001,2745,18.65330802222757
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883.0,8,30,13,1,1.0,103,C#,Minor,80,45,62,76,0,10,38,2022-05-06,1,mid,medium,mid_energy,high_dance,other,1248.0,275244825.90000004,1216,19.656314655631906
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004.0,10,24,11,0,0.0,130,C#,Major,82,50,67,12,0,13,5,2022-05-06,1,mid,fast,mid_energy,high_dance,other,940.0,270737692.7,913,19.63980421017795
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644.0,4,1,6,0,0.0,108,B,Major,65,52,69,31,0,8,36,2022-05-13,1,low,medium,mid_energy,mid_dance,other,1646.0,55116678.7,1645,18.048103526439036
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890.0,9,0,8,0,0.0,123,G#,Major,61,66,71,53,0,32,46,2022-05-13,1,low,fast,high_energy,mid_dance,other,2308.0,68941741.1,2308,18.27191261384562
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.0,5,28,9,0,0.0,152,B,Major,84,74,69,21,0,18,6,2022-05-06,1,mid,fast,mid_energy,high_dance,other,1099.0,322585352.1,1043,19.815021542987758
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754.0,10,30,13,0,33.0,108,D,Major,78,55,60,59,0,7,4,2022-05-06,1,mid,medium,mid_energy,high_dance,other,1774.0,255637572.0,1704,19.582414159103667
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839.0,1,0,5,0,0.0,72,A#,Minor,56,56,47,76,0,8,36,2022-05-13,1,low,slow,mid_energy,mid_dance,chill_song,1486.0,49392019.2,1486,17.938439985522134
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161.0,4,15,10,0,0.0,121,F#,Minor,86,67,65,42,0,35,7,2022-05-06,1,mid,fast,mid_energy,high_dance,other,858.0,226687411.70000002,843,19.462225774625708
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876.0,7,0,7,0,0.0,138,D#,Minor,57,71,82,19,0,15,29,2022-05-13,1,low,fast,high_energy,mid_dance,other,2322.0,61465731.6,2322,18.157130177106374
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261.0,8,12,9,0,0.0,188,F,Minor,50,41,50,69,0,12,6,2022-05-06,1,mid,fast,mid_energy,mid_dance,chill_song,1034.0,226665909.3,1021,19.462130837596906
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576.0,48,4,34,1,0.0,110,C#,Major,80,26,85,23,0,11,21,2022-02-14,1,mid,medium,high_energy,high_dance,party_song,1454.0,246202197.5,1449,19.544806696673714
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940.0,7,25,12,0,0.0,105,G#,Major,81,77,79,19,0,47,8,2022-05-06,1,mid,medium,high_energy,high_dance,party_song,1159.0,223790463.5,1131,19.449363797882253
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890.0,9,7,14,0,1.0,118,G#,Major,63,60,70,5,0,9,31,2022-05-06,1,mid,medium,mid_energy,mid_dance,other,1240.0,169881632.9,1232,19.173755319793393
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953.0,162,116,355,7,0.0,176,D,Major,61,24,62,60,0,24,31,2019-05-31,4,high,fast,mid_energy,mid_dance,sad_song,10194.0,1043452117.8000001,10056,20.988943033742228
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965.0,35,0,3,0,0.0,158,B,Major,83,41,65,0,10,11,8,2022-05-06,1,low,fast,mid_energy,high_dance,other,2030.0,120400971.2,2030,18.829480060737257
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838.0,6,20,8,0,0.0,115,C#,Minor,85,72,58,9,0,49,12,2022-05-06,1,mid,medium,mid_energy,high_dance,other,931.0,196902360.1,911,19.321361629646272
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434.0,10,2,150,0,0.0,110,B,Minor,51,48,82,0,0,5,3,2016-01-15,7,high,medium,high_energy,mid_dance,other,3110.0,466291042.00000006,3108,20.183463471592034
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425.0,1,0,3,0,0.0,174,A,Major,73,26,54,30,0,34,32,2022-05-13,1,low,fast,mid_energy,high_dance,sad_song,1864.0,46950126.0,1864,17.88773605401609
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195.0,16,81,23,0,0.0,130,E,Major,91,91,96,3,0,3,9,2022-04-29,1,mid,fast,high_energy,high_dance,party_song,922.0,169687436.2,841,19.172611775502148
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619.0,48,40,87,1,210.0,78,A#,Major,36,30,54,34,0,14,5,2022-04-29,1,mid,slow,mid_energy,low_dance,sad_song,2618.0,305759918.4,2359,19.761453595526103
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087.0,0,0,0,0,0.0,104,G,Major,44,74,42,88,0,9,9,2022-05-13,1,low,medium,mid_energy,mid_dance,chill_song,1103.0,32968179.900000002,1103,17.534193638716747
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891.0,93,12,173,11,3.0,121,G,Major,64,80,88,0,0,12,6,2022-05-13,1,mid,fast,high_energy,mid_dance,other,2557.0,185326539.3,2531,19.26077223788464
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194.0,10,4,4,0,0.0,105,D,Major,83,32,82,14,0,12,4,2022-03-10,1,low,medium,high_energy,high_dance,party_song,573.0,42983410.7,569,17.799467080273764
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137.0,52,9,46,0,1.0,81,G,Major,38,20,66,9,0,9,8,2022-04-22,1,mid,slow,mid_energy,low_dance,sad_song,2158.0,195793114.60000002,2148,19.31571163034346
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571.0,2,0,10,0,0.0,170,C#,Minor,37,14,24,80,0,11,4,2022-05-13,1,low,fast,low_energy,low_dance,chill_song,1505.0,33988606.1,1505,17.564675093904526
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188.0,1,0,4,0,0.0,78,G,Major,43,60,38,76,1,48,38,2022-05-13,1,low,slow,low_energy,mid_dance,chill_song,1550.0,30222704.900000002,1550,17.447242483473136
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.0,28,42,23,0,0.0,125,G#,Major,88,28,66,6,0,13,31,2022-04-29,1,mid,fast,mid_energy,high_dance,sad_song,2443.0,203375218.20000002,2401,19.35370559614528
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.0,2,0,4,0,0.0,92,E,Minor,66,29,65,23,0,8,7,2022-05-13,1,low,medium,mid_energy,mid_dance,sad_song,1935.0,42882950.5,1935,17.79712395233026
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717.0,16,11,18,0,0.0,140,B,Minor,84,61,42,31,0,9,9,2022-04-22,1,low,fast,mid_energy,high_dance,other,759.0,128028645.00000001,744,18.89090758578432
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229.0,19,0,7,0,0.0,96,Unknown,Major,61,32,90,25,0,10,9,2022-04-25,1,low,medium,high_energy,mid_dance,other,954.0,131330676.0,954,18.916371795679037
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576.0,0,0,3,0,0.0,118,F,Minor,66,83,43,84,0,19,19,2022-05-13,1,low,medium,mid_energy,mid_dance,chill_song,1197.0,29673380.2,1197,17.428900466760876
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832.0,10,22,3,0,0.0,92,B,Minor,71,67,60,7,0,6,4,2022-02-06,1,mid,medium,mid_energy,high_dance,other,390.0,227399901.10000002,362,19.465364103083754
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454.0,3,0,2,0,0.0,140,G#,Minor,49,50,37,87,0,11,35,2022-05-13,1,low,fast,low_energy,mid_dance,chill_song,1895.0,26705352.200000003,1895,17.323511064223425
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518.0,23,16,9,0,5.0,174,C#,Major,68,45,71,18,0,11,25,2022-04-01,1,mid,fast,high_energy,mid_dance,other,1363.0,147698145.4,1340,19.033823860675426
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101.0,135,74,119,1,18.0,127,A#,Major,77,53,78,19,0,29,4,2022-01-26,1,mid,fast,high_energy,high_dance,party_song,4878.0,240786933.9,4785,19.522564681602383
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868.0,15,3,3,0,0.0,96,B,Major,71,37,52,62,0,11,36,2022-05-06,1,low,medium,mid_energy,high_dance,other,1678.0,96862460.10000001,1675,18.61194444202898
